ean;stock;stock_proveedor
194151042672;0;0
194151042719;0;0
194151042689;0;0
194151042665;0;0
194151042696;0;0
194151042702;0;0
709930441562;0;0
196565547132;0;0
196565547149;0;0
196565547057;0;0
196565547217;0;0
196565547064;0;0
196565547125;0;0
196565547163;0;0
196565547156;0;0
196565547224;0;0
196565547040;0;0
196565547071;0;0
196565547118;0;0
196565545671;0;0
196565545732;0;0
196565545824;0;0
196565545794;0;0
196565545787;0;0
196565545800;0;0
196565545701;0;0
196565545817;0;0
196565545695;0;0
196565545725;0;0
196565545718;0;0
196565545749;0;0
196565539908;0;0
196565539892;0;0
196565539823;0;0
196565539885;0;0
196565539915;0;0
196565539922;0;0
196565539953;0;0
196565539786;0;0
196565539816;0;0
196565539809;0;0
196565539830;0;0
196565539878;0;0
5059937288123;0;0
5059937288147;0;0
5059937288130;0;0
5053744765167;0;0
5053744765174;0;0
5053744765181;0;0
8050703239186;0;0
8050703239322;0;0
8050703239339;0;0
8050703239308;0;0
2430020032800;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
196565759436;0;0
;0;0
196565759450;0;0
;0;0
196565759504;0;0
;0;0
;0;0
200000000808;0;0
196565545947;0;0
196565545862;0;0
196565545930;0;0
196565545893;0;0
196565545961;0;0
196565545954;0;0
196565531001;0;0
;0;0
196565531070;0;0
196565531100;0;0
196565531094;0;0
196565530950;0;0
196565531117;0;0
196565530981;0;0
196565530974;0;0
;0;0
;0;0
196565530998;0;0
196565531445;0;0
;0;0
;0;0
;0;0
;0;0
196565531407;0;0
;0;0
;0;0
196565531421;0;0
;0;0
196565531360;0;0
196565531414;0;0
;0;0
196565534552;0;0
;0;0
196565534637;0;0
196565534538;0;0
196565534569;0;0
196565534613;0;0
196565534606;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
196565549488;0;0
;0;0
196565549501;0;0
;0;0
;0;0
196565549426;0;0
;0;0
196565549433;0;0
2430010075671;0;0
195394313970;0;0
195394314007;0;0
195394313994;0;0
2430020075678;0;0
195394314045;0;0
195394314021;0;0
195394314038;0;0
195394314014;0;0
195394313987;0;0
2430120075677;0;0
2430110075670;0;0
195394300697;0;0
195394300635;0;0
2430110075687;0;0
2430020075685;0;0
2430010075688;0;0
195394300840;0;0
195394300819;0;0
195394300789;0;0
195394300758;0;0
2430120075684;0;0
195394300666;0;0
195394300727;0;0
195394312096;0;0
2430020075692;0;0
195394312140;0;0
195394312126;0;0
2430120075691;0;0
195394312157;0;0
195394312133;0;0
2430110075694;0;0
195394312102;0;0
195394312164;0;0
195394312119;0;0
2430010075695;0;0
195394307269;0;0
2430110075700;0;0
2430020075708;0;0
195394307214;0;0
195394307221;0;0
195394307245;0;0
195394307207;0;0
195394307238;0;0
2430120075707;0;0
195394307191;0;0
195394307252;0;0
2430010075701;0;0
2430120075714;0;0
195394321197;0;0
195394321210;0;0
195394321180;0;0
2430110075717;0;0
195394321173;0;0
195394321227;0;0
2430010075718;0;0
195394321203;0;0
195394321234;0;0
195394321241;0;0
2430020075715;0;0
195394323870;0;0
195394323771;0;0
195394323818;0;0
195394323764;0;0
195394323825;0;0
195394323832;0;0
195394323856;0;0
195394323740;0;0
195394323849;0;0
195394323863;0;0
195394323801;0;0
195394323757;0;0
195394323733;0;0
195394323788;0;0
195394323795;0;0
195394347333;0;0
2430010075732;0;0
195394347371;0;0
195394347319;0;0
195394347364;0;0
195394347302;0;0
195394347326;0;0
195394347340;0;0
195394347388;0;0
2430020075739;0;0
195394347357;0;0
2430120075738;0;0
195394310245;0;0
195394310177;0;0
195394310191;0;0
195394310184;0;0
2430020075753;0;0
195394310207;0;0
195394310214;0;0
195394310160;0;0
195394310221;0;0
195394310238;0;0
2430010075756;0;0
2430120075752;0;0
;0;0
;0;0
;0;0
196565538697;0;0
196565538727;0;0
196565538710;0;0
196565538611;0;0
;0;0
196565538635;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
;0;0
196565568601;0;0
;0;0
;0;0
196565568557;0;0
;0;0
;0;0
;0;0
792460249883;0;0
;0;0
2430030018924;0;0
98776412189;0;0
;0;0
8434446385117;0;0
2430010074414;0;0
2430020074411;0;0
2430030074418;0;0
2430010074407;0;0
2430020074404;0;0
2430030074401;0;0
2430010074391;0;0
2430020074398;0;0
2430030074395;0;0
2430010074384;0;0
2430020074381;0;0
2430030074388;0;0
2430010074360;0;0
2430020074367;0;0
2430030074364;0;0
2430020074350;0;0
2430010074353;0;0
2430030074357;0;0
2430010074346;0;0
2430020074343;0;0
2430030074340;0;0
2430020074336;0;0
2430030074333;0;0
2430010074339;0;0
2430010074315;0;0
2430020074312;0;0
2430010074308;0;0
2430020074305;0;0
2430010074292;0;0
2430020074299;0;0
2430010074223;0;0
2430020074220;0;0
2430030074227;0;0
2430040074224;0;0
2430010074216;0;0
2430030074210;0;0
2430040074217;0;0
2430020074213;0;0
2430010074209;0;0
2430020074206;0;0
2430030074203;0;0
2430040074200;0;0
2430030074197;0;0
2430020074190;0;0
2430010074193;0;0
2430040074194;0;0
8435409007718;0;0
8435409018639;0;0
8435409018646;0;0
8435681006218;0;0
8435681006171;0;0
8435681006188;0;0
8435681006201;0;0
8435681006195;0;0
8435681006225;0;0
8435681006249;0;0
8435681006263;0;0
8435681006256;0;0
8435681006232;0;0
;0;0
;0;0
;0;0
4550170706357;0;0
4550170696436;0;0
;0;0
4550170705305;0;0
8435601720743;0;0
8435601720118;0;0
8435601720736;0;0
8435601720729;0;0
8435601720101;0;0
8435601720712;0;0
8435601720767;0;0
8435601720125;0;0
8435601720750;0;0
8435601716340;0;0
8435601715015;0;0
8435601716333;0;0
8435601716388;0;0
8435601715039;0;0
8435601716371;0;0
8435601716395;0;0
8435601716364;0;0
8435601715022;0;0
8435601716357;0;0
8435601728121;0;0
8435601728138;0;0
8435601727063;0;0
8435601716579;0;0
8435601713752;0;0
8435601716562;0;0
8435601716555;0;0
8435601713745;0;0
8435601716548;0;0
8435601713769;0;0
8435601716586;0;0
8435601716593;0;0
8435601716623;0;0
8435601716616;0;0
8435601716630;0;0
8435601716609;0;0
8435601716241;0;0
8435601713646;0;0
8435601716234;0;0
8435601716265;0;0
8435601713622;0;0
8435601716258;0;0
8435601716289;0;0
8435601713639;0;0
8435601716272;0;0
5059937300948;0;0
5059937300979;0;0
5059937300962;0;0
2430080072457;0;0
5059937300931;0;0
5059937300986;0;0
5059937300993;0;0
5059937300955;0;0
5059937243412;0;0
5059937243429;0;0
5059937243443;0;0
5059937243474;0;0
2430080072440;0;0
2430090072447;0;0
5059937243450;0;0
5059937243467;0;0
5059937243436;0;0
5059937302171;0;0
5059937302140;0;0
2430070072436;0;0
5059937302188;0;0
5059937302164;0;0
5059937302157;0;0
5059937302195;0;0
2430080072433;0;0
2430090072430;0;0
5059937245737;0;0
5059937245720;0;0
5059937245713;0;0
5059937301747;0;0
5059937301754;0;0
5059937301761;0;0
5059937301730;0;0
5053744632858;0;0
8436596203075;0;0
8436596203082;0;0
8050949861257;0;0
8050949879269;0;0
8050949879283;0;0
8050949879252;0;0
8050949879276;0;0
8050949878989;0;0
8050949879009;0;0
8050949879016;0;0
8050949879023;0;0
8050949878996;0;0
8050949879092;0;0
8050949879054;0;0
8050949879085;0;0
8050949879078;0;0
8050949879061;0;0
8050949878408;0;0
8050949878439;0;0
8050949842522;0;0
8050949878415;0;0
8050949878422;0;0
810432031462;0;0
810432031233;0;0
810432031134;0;0
810432031103;0;0
810432031004;0;0
810432031097;0;0
8434446403736;0;0
8434446403729;0;0
8434446403705;0;0
8434446403712;0;0
8434446403743;0;0
8434446094989;0;0
8434446094590;0;0
8434446095078;0;0
8434446094187;0;0
8434446094286;0;0
8434446094149;0;0
8434446094156;0;0
8434446094118;0;0
8434446094002;0;0
8434446093982;0;0
8434446093333;0;0
8434446093258;0;0
8434446093272;0;0
8434446093319;0;0
8434446093326;0;0
8434446093265;0;0
8434446093296;0;0
8434446093302;0;0
8434446093289;0;0
8434446093166;0;0
8434446093098;0;0
8434446093111;0;0
8434446093128;0;0
8434446093135;0;0
8434446093142;0;0
8434446093159;0;0
8434446093173;0;0
8434446093104;0;0
8434446086779;0;0
8434446086762;0;0
8434446086755;0;0
8434446086748;0;0
8434446086786;0;0
8434446086700;0;0
8434446086717;0;0
8434446086731;0;0
8434446087615;0;0
8434446086724;0;0
8434446086694;0;0
8434446098888;0;0
8434446098864;0;0
8434446098857;0;0
8434446098871;0;0
8434446098840;0;0
8434446098833;0;0
8434446098796;0;0
8434446098765;0;0
8434446098741;0;0
8434446098758;0;0
8434446408410;0;0
8434446408373;0;0
8434446408458;0;0
8434446408496;0;0
8434446408533;0;0
8434446408489;0;0
8434446408441;0;0
8434446408403;0;0
8434446408526;0;0
8434446408366;0;0
8434446408397;0;0
8434446408434;0;0
8434446408472;0;0
8434446408519;0;0
8434446408359;0;0
8434446408502;0;0
8434446408380;0;0
8434446408465;0;0
8434446408427;0;0
8434446408342;0;0
8434446408328;0;0
8434446408335;0;0
8434446408311;0;0
8434446408281;0;0
8434446408304;0;0
8434446408298;0;0
8434446408250;0;0
8434446408267;0;0
8434446408274;0;0
8434446408229;0;0
8434446408243;0;0
8434446408236;0;0
8434446408205;0;0
8434446408212;0;0
8434446408182;0;0
8434446408199;0;0
8434446408151;0;0
8434446408168;0;0
8434446408175;0;0
8434446408137;0;0
8434446408144;0;0
8434446408113;0;0
8434446408106;0;0
8434446408120;0;0
8434446408014;0;0
8434446408045;0;0
8434446408007;0;0
8434446408021;0;0
8434446408038;0;0
8434446407963;0;0
8434446407970;0;0
8434446407987;0;0
8434446407994;0;0
8434446407956;0;0
8434446407819;0;0
8434446407826;0;0
8434446407802;0;0
8434446407833;0;0
8434446407840;0;0
8434446407666;0;0
8434446407772;0;0
8434446407796;0;0
8434446407680;0;0
8434446407673;0;0
8434446407789;0;0
8434446407697;0;0
8434446407574;0;0
8434446407376;0;0
8434446407390;0;0
8434446407482;0;0
8434446407383;0;0
8434446407352;0;0
8434446407338;0;0
8434446407369;0;0
8434446407321;0;0
8434446407345;0;0
8434446407307;0;0
8434446407277;0;0
8434446407284;0;0
8434446407314;0;0
8434446407291;0;0
8434446407161;0;0
8434446407130;0;0
8434446407147;0;0
8434446407178;0;0
8434446407260;0;0
8434446407154;0;0
8434446407031;0;0
8434446407048;0;0
8434446407055;0;0
8434446406904;0;0
8434446406867;0;0
8434446406850;0;0
8434446406898;0;0
8434446406959;0;0
8434446406928;0;0
8434446406874;0;0
8434446406881;0;0
8434446406911;0;0
8434446406751;0;0
8434446406805;0;0
8434446406843;0;0
8434446406799;0;0
8434446406768;0;0
8434446406829;0;0
8434446406812;0;0
8434446406775;0;0
8434446406782;0;0
8434446406669;0;0
8434446406690;0;0
8434446406706;0;0
8434446406713;0;0
8434446406744;0;0
8434446406720;0;0
8434446406683;0;0
8434446406652;0;0
8434446406676;0;0
8434446406416;0;0
8434446406393;0;0
8434446406409;0;0
8434446406447;0;0
8434446406379;0;0
8434446406386;0;0
8434446406423;0;0
8434446406362;0;0
8434446406355;0;0
8434446406300;0;0
8434446406256;0;0
8434446406287;0;0
8434446406270;0;0
8434446406263;0;0
8434446406317;0;0
8434446406294;0;0
8434446406324;0;0
8434446406348;0;0
8434446406171;0;0
8434446406201;0;0
8434446406195;0;0
8434446406225;0;0
8434446406188;0;0
8434446406157;0;0
8434446406249;0;0
8434446406164;0;0
8434446406218;0;0
8434446406089;0;0
8434446403859;0;0
8434446403866;0;0
8434446406096;0;0
8434446406072;0;0
8434446406102;0;0
8434446406126;0;0
8434446406140;0;0
8434446406119;0;0
8434446403781;0;0
8434446403811;0;0
8434446403767;0;0
8434446403750;0;0
8434446403798;0;0
8434446403804;0;0
8434446403842;0;0
8434446403828;0;0
8434446403774;0;0
8434446403606;0;0
8434446403590;0;0
8434446403569;0;0
8434446403552;0;0
8434446403545;0;0
8434446403538;0;0
8434446403521;0;0
8434446403514;0;0
8434446403507;0;0
8434446403453;0;0
8434446403446;0;0
8434446403439;0;0
8434446403422;0;0
8434446403392;0;0
8434446098727;0;0
8434446098659;0;0
8434446098666;0;0
8434446098703;0;0
8434446098673;0;0
8434446098635;0;0
8434446098628;0;0
8434446098611;0;0
8434446098604;0;0
8434446098642;0;0
8434446092213;0;0
8434446092237;0;0
8434446092220;0;0
8434446092206;0;0
8434446092046;0;0
8434446092022;0;0
8434446092008;0;0
8434446091988;0;0
8434446091964;0;0
8434446091902;0;0
8434446091865;0;0
8434446091889;0;0
8434446091940;0;0
8434446091926;0;0
8434446091704;0;0
8434446091636;0;0
8434446091612;0;0
8434446091575;0;0
8434446091599;0;0
8434446091438;0;0
8434446091414;0;0
8434446091391;0;0
8434446091353;0;0
8434446091377;0;0
8434446633249;0;0
8434446633225;0;0
8434446633232;0;0
8434446633256;0;0
8434446418938;0;0
8434446418907;0;0
8434446408540;0;0
8434446408656;0;0
8434446418952;0;0
8434446408649;0;0
8434446418921;0;0
8434446408670;0;0
8434446408557;0;0
8434446418914;0;0
8434446408663;0;0
8434446418945;0;0
8434446092107;0;0
8434446092121;0;0
8434446092183;0;0
8434446092145;0;0
8434446092169;0;0
8434446091292;0;0
8434446091308;0;0
8434446091315;0;0
8434446091322;0;0
8434446091339;0;0
8434446091230;0;0
8434446091216;0;0
8434446091254;0;0
8434446091179;0;0
8434446091278;0;0
8434446091193;0;0
8434446091100;0;0
8434446091087;0;0
8434446091162;0;0
8434446091063;0;0
8434446091148;0;0
8434446091124;0;0
8434446098505;0;0
8434446098482;0;0
8434446098512;0;0
8434446098499;0;0
8434446098529;0;0
8434446098536;0;0
8434446091025;0;0
8434446090981;0;0
8434446091001;0;0
8434446090943;0;0
8434446091049;0;0
8434446090967;0;0
8434446098475;0;0
8434446098437;0;0
8434446098420;0;0
8434446098468;0;0
8434446098451;0;0
8434446098444;0;0
8434446090448;0;0
8434446090530;0;0
8434446090578;0;0
8434446090615;0;0
8434446090554;0;0
8434446090592;0;0
8434446098406;0;0
8434446098383;0;0
8434446098376;0;0
8434446098390;0;0
8434446098369;0;0
8434446098413;0;0
8434446090639;0;0
8434446090929;0;0
8434446090653;0;0
8434446090905;0;0
8434446090684;0;0
8434446090745;0;0
8434446098307;0;0
8434446098345;0;0
8434446098338;0;0
8434446098352;0;0
8434446098321;0;0
8434446098314;0;0
8434446090158;0;0
8434446090110;0;0
8434446090141;0;0
8434446090134;0;0
8434446090127;0;0
8434446090028;0;0
8434446090035;0;0
8434446090004;0;0
8434446090011;0;0
8434446089992;0;0
8434446089893;0;0
8434446089916;0;0
8434446089886;0;0
8434446089909;0;0
8434446089879;0;0
8434446089756;0;0
8434446089763;0;0
8434446089770;0;0
8434446089787;0;0
8434446089794;0;0
8434446089701;0;0
8434446403255;0;0
8434446403262;0;0
8434446089695;0;0
8434446089732;0;0
8434446089718;0;0
8434446089725;0;0
8434446089671;0;0
8434446089633;0;0
8434446403248;0;0
8434446089640;0;0
8434446089657;0;0
8434446403231;0;0
8434446089664;0;0
8434446403217;0;0
8434446089572;0;0
8434446403224;0;0
8434446089619;0;0
8434446089602;0;0
8434446089596;0;0
8434446089589;0;0
8434446403200;0;0
8434446089527;0;0
8434446089541;0;0
8434446089534;0;0
8434446089510;0;0
8434446403194;0;0
8434446089558;0;0
8434446089480;0;0
8434446089459;0;0
8434446403170;0;0
8434446403187;0;0
8434446089466;0;0
8434446089497;0;0
8434446089473;0;0
8434446089411;0;0
8434446089435;0;0
8434446089428;0;0
8434446089398;0;0
8434446403156;0;0
8434446403163;0;0
8434446089404;0;0
8434446089343;0;0
8434446089350;0;0
8434446089305;0;0
8434446089299;0;0
8434446089282;0;0
8434446089367;0;0
8434446089312;0;0
8434446089329;0;0
8434446089336;0;0
8434446089114;0;0
8434446089121;0;0
8434446089084;0;0
8434446089091;0;0
8434446089107;0;0
8434446089138;0;0
8434446089145;0;0
8434446089169;0;0
8434446089152;0;0
8434446088889;0;0
8434446088926;0;0
8434446088933;0;0
8434446088896;0;0
8434446088902;0;0
8434446088919;0;0
8434446088940;0;0
8434446088957;0;0
8434446088964;0;0
8434446088834;0;0
8434446088841;0;0
8434446088865;0;0
8434446088827;0;0
8434446088797;0;0
8434446088780;0;0
8434446088803;0;0
8434446088810;0;0
8434446088858;0;0
8434446088582;0;0
8434446088612;0;0
8434446088643;0;0
8434446088605;0;0
8434446088636;0;0
8434446088667;0;0
8434446088650;0;0
8434446088629;0;0
8434446088599;0;0
8434446088537;0;0
8434446088506;0;0
8434446088513;0;0
8434446088483;0;0
8434446088490;0;0
8434446088520;0;0
8434446088544;0;0
8434446088551;0;0
8434446088568;0;0
8434446088414;0;0
8434446088421;0;0
8434446088438;0;0
8434446088407;0;0
8434446088452;0;0
8434446088391;0;0
8434446088469;0;0
8434446088445;0;0
8434446088384;0;0
8434446088346;0;0
8434446088308;0;0
8434446088285;0;0
8434446088292;0;0
8434446088315;0;0
8434446088339;0;0
8434446088353;0;0
8434446088322;0;0
8434446088360;0;0
8434446088216;0;0
8434446088223;0;0
8434446088230;0;0
8434446088261;0;0
8434446088247;0;0
8434446088209;0;0
8434446088254;0;0
8434446088193;0;0
8434446088186;0;0
8434446088131;0;0
8434446088094;0;0
8434446088100;0;0
8434446088148;0;0
8434446088117;0;0
8434446088162;0;0
8434446088155;0;0
8434446088124;0;0
8434446088087;0;0
8434446109591;0;0
8434446086649;0;0
8434446086663;0;0
8434446086687;0;0
8434446086656;0;0
8434446086670;0;0
8434446086625;0;0
8434446087592;0;0
8434446086618;0;0
8434446086632;0;0
8434446086601;0;0
8434446086595;0;0
8434446083990;0;0
8434446109058;0;0
8434446083822;0;0
8434446083891;0;0
8434446083907;0;0
8434446083624;0;0
8434446083631;0;0
8434446083556;0;0
8434446083259;0;0
8434446083204;0;0
8434446083150;0;0
8434446403699;0;0
8434446082870;0;0
8434446799297;0;0
8434446633195;0;0
8434446633171;0;0
8434446633188;0;0
8434446633164;0;0
8434446633201;0;0
8434446385469;0;0
8434446385445;0;0
8434446385155;0;0
8434446385131;0;0
8434446385100;0;0
8434446107184;0;0
8434446220029;0;0
8434446098697;0;0
8434446098680;0;0
8434446109560;0;0
8434446001550;0;0
8434446001475;0;0
8434446001420;0;0
8434446408052;0;0
8434446408069;0;0
8434446408076;0;0
8434446408090;0;0
8434446408083;0;0
8434446407901;0;0
8434446407932;0;0
8434446407925;0;0
8434446407918;0;0
8434446407949;0;0
8434446407871;0;0
8434446407864;0;0
8434446407888;0;0
8434446407857;0;0
8434446407895;0;0
8434446406645;0;0
8434446406621;0;0
8434446406584;0;0
8434446406591;0;0
8434446406553;0;0
8434446406577;0;0
8434446406614;0;0
8434446406607;0;0
8434446406560;0;0
8434446406515;0;0
8434446406546;0;0
8434446406454;0;0
8434446406461;0;0
8434446406522;0;0
8434446406485;0;0
8434446406492;0;0
8434446406478;0;0
8434446406508;0;0
8434446403682;0;0
8434446403675;0;0
8434446403668;0;0
8434446403644;0;0
8434446403651;0;0
8434446403637;0;0
8434446403620;0;0
8434446403613;0;0
8434446403583;0;0
8434446403576;0;0
8434446403361;0;0
8434446403378;0;0
8434446403354;0;0
8434446403323;0;0
8434446403347;0;0
8434446403330;0;0
8434446403385;0;0
8434446098208;0;0
8434446097874;0;0
8434446098246;0;0
8434446098055;0;0
8434446097690;0;0
8434446098284;0;0
8434446097539;0;0
8434446097577;0;0
8434446097652;0;0
8434446097454;0;0
8434446097492;0;0
8434446097614;0;0
8434446096945;0;0
8434446096907;0;0
8434446096730;0;0
8434446096839;0;0
8434446097416;0;0
8434446097058;0;0
8434446093043;0;0
8434446092954;0;0
8434446092985;0;0
8434446093012;0;0
8434446093074;0;0
8434446092831;0;0
8434446092800;0;0
8434446092862;0;0
8434446092893;0;0
8434446092923;0;0
8434446097683;0;0
8434446098147;0;0
8434446097720;0;0
8434446098239;0;0
8434446098048;0;0
8434446098277;0;0
8434446097560;0;0
8434446097522;0;0
8434446097607;0;0
8434446097485;0;0
8434446097645;0;0
8434446097447;0;0
8434446096976;0;0
8434446096938;0;0
8434446096860;0;0
8434446097348;0;0
8434446096716;0;0
8434446096815;0;0
8434446093081;0;0
8434446093050;0;0
8434446092961;0;0
8434446092992;0;0
8434446093029;0;0
8434446092817;0;0
8434446092848;0;0
8434446092879;0;0
8434446092909;0;0
8434446092930;0;0
8434446098260;0;0
8434446098222;0;0
8434446097898;0;0
8434446097676;0;0
8434446097713;0;0
8434446098079;0;0
8434446097430;0;0
8434446097638;0;0
8434446097478;0;0
8434446097515;0;0
8434446097553;0;0
8434446097591;0;0
8434446096921;0;0
8434446096693;0;0
8434446096853;0;0
8434446097218;0;0
8434446096778;0;0
8434446096969;0;0
8434446092756;0;0
8434446092695;0;0
8434446092725;0;0
8434446092633;0;0
8434446092787;0;0
8434446092664;0;0
8434446109423;0;0
8434446109447;0;0
8434446109454;0;0
8434446109409;0;0
8434446109416;0;0
8434446109430;0;0
8434446092688;0;0
8434446092657;0;0
8434446092626;0;0
8434446092718;0;0
8434446092770;0;0
8434446092749;0;0
8434446092640;0;0
8434446092619;0;0
8434446092701;0;0
8434446092671;0;0
8434446092732;0;0
8434446092763;0;0
8434446092510;0;0
8434446092480;0;0
8434446092459;0;0
8434446092572;0;0
8434446092541;0;0
8434446092602;0;0
8434446109355;0;0
8434446109362;0;0
8434446109348;0;0
8434446109386;0;0
8434446109379;0;0
8434446109331;0;0
8434446092565;0;0
8434446092534;0;0
8434446092442;0;0
8434446092596;0;0
8434446092503;0;0
8434446092473;0;0
8434446092589;0;0
8434446092558;0;0
8434446092527;0;0
8434446092497;0;0
8434446092466;0;0
8434446092435;0;0
8434446092275;0;0
8434446092336;0;0
8434446092367;0;0
8434446092428;0;0
8434446092398;0;0
8434446092305;0;0
8434446109270;0;0
8434446109317;0;0
8434446109300;0;0
8434446109287;0;0
8434446109294;0;0
8434446109263;0;0
8434446092411;0;0
8434446092329;0;0
8434446092350;0;0
8434446092299;0;0
8434446092381;0;0
8434446092268;0;0
8434446092404;0;0
8434446092343;0;0
8434446092312;0;0
8434446092282;0;0
8434446092374;0;0
8434446092251;0;0
8434446096334;0;0
8434446096570;0;0
8434446096082;0;0
8434446096419;0;0
8434446096495;0;0
8434446096235;0;0
8434446096655;0;0
8434446096556;0;0
8434446096310;0;0
8434446096211;0;0
8434446096631;0;0
8434446096471;0;0
8434446096068;0;0
8434446096396;0;0
8434446096280;0;0
8434446096198;0;0
8434446096044;0;0
8434446096532;0;0
8434446096457;0;0
8434446096617;0;0
8434446096372;0;0
8434446096105;0;0
8434446096358;0;0
8434446096259;0;0
8434446096518;0;0
8434446096594;0;0
8434446096013;0;0
8434446096433;0;0
8434446095764;0;0
8434446095801;0;0
8434446095726;0;0
8434446095689;0;0
8434446095641;0;0
8434446095993;0;0
8434446095894;0;0
8434446095757;0;0
8434446095870;0;0
8434446095795;0;0
8434446095979;0;0
8434446095719;0;0
8434446095634;0;0
8434446095672;0;0
8434446095788;0;0
8434446095948;0;0
8434446095702;0;0
8434446095627;0;0
8434446095665;0;0
8434446095825;0;0
8434446095740;0;0
8434446095771;0;0
8434446095917;0;0
8434446095696;0;0
8434446095658;0;0
8434446095818;0;0
8434446095733;0;0
8434446095610;0;0
8434446095405;0;0
8434446095603;0;0
8434446095368;0;0
8434446095528;0;0
8434446095481;0;0
8434446095566;0;0
8434446095443;0;0
8434446095597;0;0
8434446095559;0;0
8434446095399;0;0
8434446095436;0;0
8434446095511;0;0
8434446095351;0;0
8434446095474;0;0
8434446095344;0;0
8434446095429;0;0
8434446095504;0;0
8434446095542;0;0
8434446095467;0;0
8434446095382;0;0
8434446095580;0;0
8434446095375;0;0
8434446095450;0;0
8434446095337;0;0
8434446095535;0;0
8434446095412;0;0
8434446095498;0;0
8434446095573;0;0
8434446109232;0;0
8434446109201;0;0
8434446109249;0;0
8434446109225;0;0
8434446109218;0;0
8434446109171;0;0
8434446109164;0;0
8434446109157;0;0
8434446109140;0;0
8434446109188;0;0
8434446093067;0;0
8434446093036;0;0
8434446092947;0;0
8434446092978;0;0
8434446093005;0;0
8434446092886;0;0
8434446092855;0;0
8434446092824;0;0
8434446092794;0;0
8434446092916;0;0
8434446097881;0;0
8434446098215;0;0
8434446098253;0;0
8434446098062;0;0
8434446097669;0;0
8434446097706;0;0
8434446097546;0;0
8434446097423;0;0
8434446097508;0;0
8434446097584;0;0
8434446097621;0;0
8434446097461;0;0
8434446097133;0;0
8434446096754;0;0
8434446096914;0;0
8434446096679;0;0
8434446096846;0;0
8434446096952;0;0
8434446089930;0;0
8434446089978;0;0
8434446089961;0;0
8434446089954;0;0
8434446089947;0;0
8434446089022;0;0
8434446089039;0;0
8434446089008;0;0
8434446088988;0;0
8434446088995;0;0
8434446089046;0;0
8434446089053;0;0
8434446089060;0;0
8434446089015;0;0
8434446087707;0;0
8434446087691;0;0
8434446087660;0;0
8434446087677;0;0
8434446087639;0;0
8434446087646;0;0
8434446110863;0;0
8434446111006;0;0
8434446110993;0;0
8434446110948;0;0
8434446110979;0;0
8434446110931;0;0
8434446110955;0;0
8434446110962;0;0
8434446110986;0;0
8434446111129;0;0
8434446111082;0;0
8434446111051;0;0
8434446111075;0;0
8434446111105;0;0
8434446111044;0;0
8434446111112;0;0
8434446111099;0;0
8434446111068;0;0
8434446083792;0;0
8434446083815;0;0
8434446083808;0;0
8434446083716;0;0
8434446083648;0;0
8434446083723;0;0
8434446083099;0;0
8434446083075;0;0
8434446083037;0;0
8434446083051;0;0
8434446083020;0;0
8434446083044;0;0
8434446082955;0;0
8434446082979;0;0
8434446082948;0;0
8434446082962;0;0
8434446082924;0;0
8434446082894;0;0
8434446082887;0;0
8434446082917;0;0
8434446082801;0;0
8434446799648;0;0
8434446799419;0;0
8434446799433;0;0
8434446109546;0;0
8434446799396;0;0
8434446109522;0;0
8434446799372;0;0
8434446799310;0;0
8434446109508;0;0
8434446799334;0;0
8434446092084;0;0
8434446092053;0;0
8434446092077;0;0
8434446092060;0;0
8434446092091;0;0
8434446616037;0;0
8434446616013;0;0
8434446616020;0;0
8434446616051;0;0
8434446616044;0;0
8434446616068;0;0
8434446385223;0;0
8434446385216;0;0
8434446385209;0;0
8434446385193;0;0
8434446385186;0;0
8434446385179;0;0
8434446220050;0;0
8434446220043;0;0
8434446220036;0;0
8434446107207;0;0
8434446107214;0;0
8434446219979;0;0
8434446001796;0;0
8427011458514;0;0
8427011188237;0;0
8427011188213;0;0
8435705701518;0;0
8435705701549;0;0
8435705701563;0;0
8435705710428;0;0
8435705701587;0;0
8435705701532;0;0
8435705701556;0;0
8435705701525;0;0
8435705701570;0;0
;0;0
196565198952;0;0
196565198945;0;0
196565198938;0;0
196565199027;0;0
196565198921;0;0
196565199010;0;0
196565198914;0;0
196565199003;0;0
;0;0
196565199218;0;0
196565199324;0;0
196565199317;0;0
196565199225;0;0
196565199232;0;0
196565199249;0;0
196565199300;0;0
196565199256;0;0
196565199799;0;0
196565199751;0;0
196565199706;0;0
196565199775;0;0
196565199782;0;0
196565199768;0;0
196565199690;0;0
196565199713;0;0
196565198808;0;0
196565198891;0;0
196565198877;0;0
196565198884;0;0
196565198860;0;0
196565198853;0;0
;0;0
196565198815;0;0
196565198792;0;0
196565196125;0;0
196565196149;0;0
196565196118;0;0
196565196033;0;0
196565196088;0;0
196565196019;0;0
196565196101;0;0
196565195999;0;0
196565196095;0;0
196565196132;0;0
196565196156;0;0
196565196071;0;0
196565196026;0;0
196565196002;0;0
196565197511;0;0
196565197610;0;0
196565197627;0;0
196565197603;0;0
196565197566;0;0
196565197573;0;0
196565197597;0;0
196565197580;0;0
196565197474;0;0
196565197634;0;0
196565197481;0;0
196565197498;0;0
196565197528;0;0
196565197504;0;0
196565196538;0;0
196565196606;0;0
196565196569;0;0
196565196583;0;0
196565196552;0;0
