ean;stock;stock_proveedor
8434446848414;0;0
8434446848438;0;0
8434446848377;0;0
8434446848322;0;0
8434446848346;0;0
8434446848360;0;0
8434446848407;0;0
8434446848421;0;0
8434446848384;0;0
8434446848230;0;0
8434446848209;0;0
8434446848216;0;0
8434446848223;0;0
8434446848247;0;0
8434446848254;0;0
8434446848285;0;0
8434446848308;0;0
8434446848278;0;0
8434446848315;0;0
8434446848261;0;0
8434446848292;0;0
8434446848094;0;0
8434446848117;0;0
8434446848131;0;0
8434446848179;0;0
8434446848193;0;0
8434446848155;0;0
8434446848087;0;0
8434446848124;0;0
8434446848162;0;0
8434446848186;0;0
8434446848100;0;0
8434446848148;0;0
8434446847998;0;0
8434446847974;0;0
8434446847950;0;0
2430010093071;0;0
8434446848070;0;0
8434446848056;0;0
2430090093077;0;0
8434446848032;0;0
8434446848018;0;0
8434446847981;0;0
8434446848001;0;0
2430010093064;0;0
8434446848063;0;0
8434446848025;0;0
8434446848049;0;0
2430090093060;0;0
8434446847943;0;0
8434446847967;0;0
8434446847837;0;0
8434446847875;0;0
2430010093057;0;0
8434446847851;0;0
8434446847899;0;0
8434446847912;0;0
8434446847936;0;0
2430090093053;0;0
8434446847813;0;0
8434446847844;0;0
8434446847868;0;0
2430010093040;0;0
8434446847820;0;0
8434446847882;0;0
8434446847905;0;0
8434446847929;0;0
2430090093046;0;0
8434446847806;0;0
8434446847738;0;0
8434446847677;0;0
8434446847714;0;0
8434446847752;0;0
2430010093033;0;0
8434446847691;0;0
8434446847776;0;0
8434446847790;0;0
2430090093039;0;0
8434446847707;0;0
8434446847660;0;0
2430010093026;0;0
8434446847721;0;0
8434446847783;0;0
8434446847684;0;0
8434446847745;0;0
8434446847769;0;0
2430090093022;0;0
8434446083983;0;0
8434446083976;0;0
8436588337689;0;0
8436588337696;0;0
2430030092955;0;0
8436588337672;0;0
8436588337665;0;0
8436588337641;0;0
8436588337658;0;0
8436588337627;0;0
8436588337634;0;0
8436588337528;0;0
8436588337535;0;0
8436588337504;0;0
8436588337511;0;0
8436588337481;0;0
8436588337498;0;0
8436588337467;0;0
8436588337474;0;0
8436588337443;0;0
8436588337450;0;0
8436588337429;0;0
8436588337436;0;0
8436588337405;0;0
8436588337412;0;0
8436588337382;0;0
8436588337399;0;0
8436588337368;0;0
8436588337375;0;0
8436588337344;0;0
8436588337351;0;0
8436588337320;0;0
8436588337337;0;0
8436588337306;0;0
8436588337313;0;0
8436588336798;0;0
8436588338327;0;0
8436588336774;0;0
8436588336781;0;0
8436588336750;0;0
8436588336767;0;0
8436588336736;0;0
8436588336743;0;0
8436588336712;0;0
8436588336729;0;0
8436588336699;0;0
8436588336705;0;0
8436588336675;0;0
8436588336682;0;0
8436588336651;0;0
8436588336668;0;0
8436588336637;0;0
8436588336644;0;0
8436588336620;0;0
8436588336613;0;0
8436588336606;0;0
8436588336590;0;0
8436588336576;0;0
8436588336583;0;0
8436588336569;0;0
8436588336552;0;0
8436588336538;0;0
8436588336545;0;0
8436588336514;0;0
8436588336521;0;0
8436588336491;0;0
8436588336507;0;0
8436588336477;0;0
8436588336484;0;0
8436588336453;0;0
8436588336446;0;0
8436588336439;0;0
8436588336460;0;0
8436588336415;0;0
8436588336422;0;0
8436588335371;0;0
8436588335388;0;0
8436588333728;0;0
8436588333735;0;0
8436588333704;0;0
8436588333711;0;0
8436588333681;0;0
8436588333698;0;0
8436588333674;0;0
8436588333667;0;0
8436588333643;0;0
8436588333650;0;0
8436588333629;0;0
8436588333636;0;0
8436588333605;0;0
8436588333612;0;0
8436588333582;0;0
8436588333599;0;0
8436588333568;0;0
8436588333575;0;0
8436588333544;0;0
8436588333551;0;0
8436588333520;0;0
8436588333537;0;0
8436588333513;0;0
8436588333506;0;0
8436588333483;0;0
8436588333490;0;0
8436588333469;0;0
8436588333476;0;0
8436588333445;0;0
8436588333452;0;0
8436588333742;0;0
8436588333759;0;0
8436588333766;0;0
8436588333186;0;0
8436588333193;0;0
8436588333179;0;0
8436588333148;0;0
8436588333155;0;0
8436588333162;0;0
8436588333131;0;0
8436588333117;0;0
8436588333124;0;0
8436588333100;0;0
8436588333087;0;0
8436588333094;0;0
8436588333063;0;0
8436588333056;0;0
8436588333070;0;0
8436588333025;0;0
8436588333032;0;0
8436588333049;0;0
8436588332998;0;0
8436588333001;0;0
8436588333018;0;0
8436588332967;0;0
8436588332974;0;0
8436588332981;0;0
8436588332943;0;0
8436588332950;0;0
8436588332936;0;0
8436588338303;0;0
8436588331953;0;0
8436588332042;0;0
8436588332134;0;0
8436588338310;0;0
8436588331946;0;0
8436588338280;0;0
8436588332035;0;0
8436588332127;0;0
8436588338297;0;0
8436588332028;0;0
8436588332110;0;0
8436588338273;0;0
8436588338266;0;0
8436588331939;0;0
8436588332011;0;0
8436588332103;0;0
8436588338259;0;0
8436588338242;0;0
8436588331922;0;0
8436588338228;0;0
8436588331915;0;0
8436588332004;0;0
8436588332097;0;0
8436588338235;0;0
8436588338204;0;0
8436588331991;0;0
8436588332080;0;0
8436588338211;0;0
8436588331908;0;0
8436588331892;0;0
8436588331984;0;0
8436588338181;0;0
8436588332073;0;0
8436588338198;0;0
8436588332066;0;0
8436588338167;0;0
8436588331885;0;0
8436588338174;0;0
8436588331977;0;0
8436588338143;0;0
8436588331878;0;0
8436588331960;0;0
8436588332059;0;0
8436588338150;0;0
8436588331687;0;0
8436588331779;0;0
8436588331861;0;0
2430040092242;0;0
2430050092249;0;0
8436588331670;0;0
8436588331762;0;0
8436588331854;0;0
2430040092235;0;0
2430050092232;0;0
8436588331663;0;0
8436588331755;0;0
8436588331847;0;0
2430040092228;0;0
2430050092225;0;0
8436588331656;0;0
8436588331748;0;0
8436588331830;0;0
2430040092211;0;0
2430050092218;0;0
8436588331823;0;0
2430040092204;0;0
2430050092201;0;0
8436588331649;0;0
8436588331731;0;0
8436588331632;0;0
2430050092195;0;0
8436588331724;0;0
8436588331816;0;0
2430040092198;0;0
8436588331809;0;0
8436588331717;0;0
8436588331625;0;0
2430040092181;0;0
2430050092188;0;0
8436588331700;0;0
2430050092171;0;0
8436588331618;0;0
8436588331793;0;0
2430040092174;0;0
8436588331786;0;0
8436588331694;0;0
2430040092167;0;0
2430050092164;0;0
8436588331601;0;0
8436588337016;0;0
8436588337023;0;0
8436588337030;0;0
8436588336989;0;0
8436588337009;0;0
8436588336996;0;0
8436588336958;0;0
8436588336965;0;0
8436588336972;0;0
8436588336927;0;0
8436588336934;0;0
8436588336941;0;0
8436588336903;0;0
8436588336910;0;0
8436588336897;0;0
8436588336866;0;0
8436588336873;0;0
8436588336880;0;0
8436588336842;0;0
8436588336859;0;0
8436588336835;0;0
8436588336828;0;0
8436588336804;0;0
8436588336811;0;0
8435681020658;0;0
8434446220012;0;0
194151174984;0;0
194151175028;0;0
194151175035;0;0
2430080092073;0;0
2430090092070;0;0
194151175011;0;0
194151174977;0;0
194151175004;0;0
194151174991;0;0
194151174915;0;0
194151174922;0;0
194151174953;0;0
194151174960;0;0
2430080092066;0;0
2430090092063;0;0
194151174946;0;0
194151174939;0;0
194151174908;0;0
194151174823;0;0
2430080092059;0;0
2430090092056;0;0
194151174793;0;0
194151174816;0;0
194151174762;0;0
194151174779;0;0
194151174786;0;0
194151174809;0;0
194151174830;0;0
194151174885;0;0
2430080092042;0;0
2430090092049;0;0
194151174847;0;0
194151174892;0;0
194151174878;0;0
194151174854;0;0
194151174861;0;0
194151107708;0;0
194151107715;0;0
194151107722;0;0
194151107739;0;0
194151107753;0;0
194151107760;0;0
194151107746;0;0
194151104110;0;0
194151104097;0;0
4055083205824;0;0
4055083205817;0;0
4055083205831;0;0
4055083205848;0;0
4055083205855;0;0
4055083205718;0;0
4055083205725;0;0
4055083205732;0;0
4055083205749;0;0
4055083205756;0;0
4055083205763;0;0
4055083009040;0;0
4055083009071;0;0
4055083009033;0;0
4055083009064;0;0
4055083009057;0;0
4055083009002;0;0
4055083009026;0;0
4055083009019;0;0
4055083008937;0;0
4055083008999;0;0
4055083008920;0;0
4055083008951;0;0
4055083008975;0;0
4055083008906;0;0
4055083008913;0;0
4055083008982;0;0
4055083008968;0;0
4055083008944;0;0
4055083008807;0;0
4055083008838;0;0
4055083008845;0;0
4055083008869;0;0
4055083008876;0;0
4055083008814;0;0
4055083008821;0;0
4055083008852;0;0
4055083008739;0;0
4055083008753;0;0
4055083008708;0;0
4055083008760;0;0
4055083008791;0;0
4055083008715;0;0
4055083008777;0;0
4055083008784;0;0
4055083008746;0;0
4055083008722;0;0
4055083008678;0;0
4055083008609;0;0
4055083008661;0;0
4055083008654;0;0
4055083008647;0;0
4055083008630;0;0
4055083008616;0;0
4055083008623;0;0
4055083008548;0;0
4055083008579;0;0
4055083008562;0;0
4055083008593;0;0
4055083008524;0;0
4055083008586;0;0
4055083008500;0;0
4055083008531;0;0
4055083008517;0;0
4055083008555;0;0
4055083008449;0;0
4055083008432;0;0
4055083008470;0;0
4055083008456;0;0
4055083008463;0;0
4055083008401;0;0
4055083008425;0;0
4055083008418;0;0
4055083008357;0;0
4055083008395;0;0
4055083008364;0;0
4055083008333;0;0
4055083008388;0;0
4055083008326;0;0
4055083008340;0;0
4055083008371;0;0
4055083008319;0;0
4055083008302;0;0
4049573035725;0;0
4055083500974;0;0
4055083500950;0;0
4055083500943;0;0
4055083500936;0;0
4055083500929;0;0
4055083500912;0;0
4055083500905;0;0
4055083500899;0;0
4055083500882;0;0
4055083500875;0;0
4055083500868;0;0
4055083500745;0;0
4055083500738;0;0
4055083500721;0;0
4055083500714;0;0
4055083500707;0;0
4055083500691;0;0
4055083500684;0;0
4055083500677;0;0
4055083203103;0;0
4055083203110;0;0
4055083203127;0;0
4055083203134;0;0
4055083203141;0;0
4055083203158;0;0
4055083503890;0;0
4055083503883;0;0
4055083502466;0;0
4055083499742;0;0
4055083499735;0;0
4055083293210;0;0
4055083293234;0;0
4055083293241;0;0
4055083293258;0;0
4055083293227;0;0
4055083293128;0;0
4055083293135;0;0
4055083293142;0;0
4055083293159;0;0
4055083293111;0;0
4055083292930;0;0
4055083292947;0;0
4055083292916;0;0
4055083292923;0;0
4055083292954;0;0
4055083292718;0;0
4055083292725;0;0
4055083292732;0;0
4055083292749;0;0
4055083292756;0;0
4055083292619;0;0
4055083292640;0;0
4055083292626;0;0
4055083292633;0;0
4055083292657;0;0
4055083292220;0;0
4055083292237;0;0
4055083292244;0;0
4055083292251;0;0
4055083292213;0;0
4055083292114;0;0
4055083292138;0;0
4055083292121;0;0
4055083292145;0;0
4055083292152;0;0
4055083304329;0;0
4055083304336;0;0
4055083304350;0;0
4055083304312;0;0
4055083304343;0;0
4055083304220;0;0
4055083304244;0;0
4055083304251;0;0
4055083304237;0;0
4055083304213;0;0
4055083291032;0;0
4055083291001;0;0
4055083291018;0;0
4055083291056;0;0
4055083291025;0;0
4055083291049;0;0
4055083290905;0;0
4055083290936;0;0
4055083290950;0;0
4055083290929;0;0
4055083290943;0;0
4055083290912;0;0
4055083203004;0;0
4055083202977;0;0
4055083202984;0;0
4055083202960;0;0
4055083202991;0;0
4055083202922;0;0
4055083202939;0;0
4055083202946;0;0
4055083202953;0;0
4055083202915;0;0
4055083009415;0;0
4055083009408;0;0
4055083009422;0;0
4055083009439;0;0
4055083009446;0;0
4055083009453;0;0
4055083009460;0;0
4055083009477;0;0
4055083009330;0;0
4055083009316;0;0
4055083009323;0;0
4055083009347;0;0
4055083009361;0;0
4055083009378;0;0
4055083009392;0;0
4055083009385;0;0
4055083009354;0;0
4055083009309;0;0
4055083009231;0;0
4055083009224;0;0
4055083009262;0;0
4055083009279;0;0
4055083009255;0;0
4055083009248;0;0
4055083009200;0;0
4055083009217;0;0
4055083009125;0;0
4055083009156;0;0
4055083009149;0;0
4055083009163;0;0
4055083009101;0;0
4055083009132;0;0
4055083009187;0;0
4055083009118;0;0
4055083009170;0;0
4055083009194;0;0
2430110091465;0;0
2430060091461;0;0
2430080091465;0;0
2430040091467;0;0
2430020091463;0;0
2430030091460;0;0
2430120091462;0;0
2430090091462;0;0
2430100091468;0;0
2430010091466;0;0
2430070091468;0;0
2430050091464;0;0
2430120091455;0;0
2430060091454;0;0
2430100091451;0;0
2430030091453;0;0
2430070091451;0;0
2430010091459;0;0
2430110091458;0;0
2430020091456;0;0
2430080091458;0;0
2430090091455;0;0
2430040091450;0;0
2430050091457;0;0
2430030091446;0;0
2430080091441;0;0
2430010091442;0;0
2430120091448;0;0
2430090091448;0;0
2430110091441;0;0
2430070091444;0;0
2430100091444;0;0
2430050091440;0;0
2430060091447;0;0
2430020091449;0;0
2430040091443;0;0
2430060091423;0;0
2430080091427;0;0
2430090091424;0;0
2430120091424;0;0
2430030091422;0;0
2430050091426;0;0
2430040091429;0;0
2430100091420;0;0
2430010091428;0;0
2430020091425;0;0
2430110091427;0;0
2430070091420;0;0
2430060091416;0;0
2430030091415;0;0
2430010091411;0;0
2430070091413;0;0
2430080091410;0;0
2430120091417;0;0
2430090091417;0;0
2430100091413;0;0
2430040091412;0;0
2430110091410;0;0
2430020091418;0;0
2430050091419;0;0
2430030091408;0;0
2430060091409;0;0
2430110091403;0;0
2430010091404;0;0
2430100091406;0;0
2430020091401;0;0
2430040091405;0;0
2430070091406;0;0
2430080091403;0;0
2430050091402;0;0
2430090091400;0;0
2430120091400;0;0
197634742830;0;0
197634742731;0;0
197634742724;0;0
2430010091398;0;0
197634742823;0;0
197634742915;0;0
197634742021;0;0
197634742694;0;0
2430110091397;0;0
2430120091394;0;0
197634742793;0;0
197634742816;0;0
2430010091381;0;0
5051508552633;0;0
2430040091382;0;0
2430030091385;0;0
601968842185;0;0
601968842178;0;0
601968842161;0;0
601968842154;0;0
601968842147;0;0
601968842130;0;0
601968842123;0;0
601968842116;0;0
601968842109;0;0
601968842093;0;0
601968842086;0;0
601968842079;0;0
601968842062;0;0
601968842055;0;0
601968842048;0;0
601968842031;0;0
601968842024;0;0
601968842017;0;0
601968842000;0;0
601968841997;0;0
601968841980;0;0
601968841973;0;0
601968842628;0;0
601968842611;0;0
601968842604;0;0
601968842598;0;0
601968842581;0;0
601968842574;0;0
601968842567;0;0
601968842550;0;0
601968842543;0;0
601968842536;0;0
601968842529;0;0
601968842512;0;0
601968842505;0;0
601968842499;0;0
601968842482;0;0
601968842475;0;0
601968842468;0;0
601968842451;0;0
601968842444;0;0
601968842437;0;0
601968842420;0;0
601968842413;0;0
601968842406;0;0
601968842390;0;0
601968842383;0;0
601968842376;0;0
601968842369;0;0
601968842314;0;0
601968842307;0;0
601968842291;0;0
601968842284;0;0
601968842352;0;0
601968842345;0;0
601968842338;0;0
601968842321;0;0
197634699813;0;0
2430010091268;0;0
2430020091265;0;0
2430030091262;0;0
2430040091269;0;0
2430060091263;0;0
2430080091267;0;0
2430090091264;0;0
2430100091260;0;0
2430110091267;0;0
2430120091264;0;0
2430070091260;0;0
5053744445281;0;0
2430010091237;0;0
2430020091234;0;0
2430030091231;0;0
5059937777818;0;0
2430050091235;0;0
2430060091232;0;0
2430070091239;0;0
2430080091236;0;0
2430090091233;0;0
2430090091226;0;0
2430010091220;0;0
2430020091227;0;0
5059937549231;0;0
2430040091221;0;0
2430050091228;0;0
2430060091225;0;0
2430070091222;0;0
2430080091229;0;0
2430010091213;0;0
2430020091210;0;0
2430030091217;0;0
5059937764597;0;0
2430050091211;0;0
2430060091218;0;0
2430070091215;0;0
2430080091212;0;0
2430090091219;0;0
2430010089258;0;0
5059937671321;0;0
5059937671338;0;0
5059937671345;0;0
5059937671352;0;0
2430060089253;0;0
2430070089250;0;0
2430080089257;0;0
2430090089254;0;0
2430010089241;0;0
5059937671253;0;0
5059937671260;0;0
5059937671277;0;0
5059937671284;0;0
2430060089246;0;0
2430070089243;0;0
2430080089240;0;0
2430090089247;0;0
;0;0
5059937564418;0;0
5059937564401;0;0
5059937564395;0;0
;0;0
2430010089012;0;0
2430020089019;0;0
2430030089016;0;0
5059937669618;0;0
5059937669625;0;0
2430060089017;0;0
2430070089014;0;0
2430080089011;0;0
2430090089018;0;0
2430010091206;0;0
2430020091203;0;0
2430030091200;0;0
2430040091207;0;0
2430050091204;0;0
2430030091194;0;0
2430040091191;0;0
2430050091198;0;0
2430010091190;0;0
2430020091197;0;0
7630102521078;0;0
7630102521085;0;0
7630102521092;0;0
2430040091177;0;0
2430010091169;0;0
7630102542622;0;0
7630102542639;0;0
2430040091160;0;0
2430010091152;0;0
7630102542400;0;0
2430030091156;0;0
2430040091153;0;0
195394597783;0;0
195394597790;0;0
195394597813;0;0
195394597837;0;0
195394597851;0;0
195394597868;0;0
195394597899;0;0
195394597806;0;0
195394597875;0;0
195394597882;0;0
195394597820;0;0
195394597844;0;0
;0;0
2430120090151;0;0
2430090090151;0;0
2430100090157;0;0
2430110090154;0;0
2430040090156;0;0
2430020090152;0;0
197634472676;0;0
2430060090150;0;0
2430030090159;0;0
2430070090157;0;0
2430080090154;0;0
2430010090155;0;0
2430010084451;0;0
2430020084458;0;0
2430050084459;0;0
197634104003;0;0
2430060084456;0;0
2430070084453;0;0
2430090084457;0;0
2430100084453;0;0
2430110084450;0;0
2430120084457;0;0
197634104157;0;0
2430080084450;0;0
2430010090148;0;0
2430020090145;0;0
195394591620;0;0
195394591637;0;0
195394591644;0;0
195394591651;0;0
2430070090140;0;0
2430100090140;0;0
2430080090147;0;0
